か,あ
き,い
く,う
け,え
こ,お
さ,あ
し,い
す,う
せ,え
そ,お
た,は
ち,ひ
つ,ふ
て,へ
と,ほ
な,は
に,ひ
ぬ,ふ
ね,へ
の,ほ
や,ま
ゆ,む
よ,も
ら,ま
り,み
る,む
れ,め
ろ,も
